hbidkhehhfk	KELTAKUKKIA
hlcac	neiti
chall	Fager
eibiaahlh	kohottaen
ahhmlh	taasen
bhlahhh	hartaan
ehamllh	katseen
eibklh	kohden
ehaaih	kattoa
kbilc	Nuori
bleblc	urkuri
fijlaac	lopetti
micaaihmh	soittonsa
cclhiffh	vienolla
mbfhchffh	sulavalla
miclflffi	sävelellä
jhmailc	pastori
eiihafc	kääntyi
fgjilc	ympäri
dh	ja
libch	rouva
jihalff	Montell
lmcaalfc	esitteli
ccllhhhmh	vieraansa
mhmailc	Pastori
djlhl	Törne
ifc	oli
ehmcicfahhh	kasvoiltaan
fhcbh	laiha
dh	ja
jhllhaih	parraton
eilelhh	korkeaa
ehbhcmah	kaunista
iamhh	otsaa
chldimac	varjosti
abggh	tumma
abeeh	tukka
gbaah	mutta
gbmaha	mustat
mfciffi	syvällä
hmbcha	asuvat
mcfgia	silmät
hhaiccha	antoivat
ahchffcmlmac	tavallisesti
gcfalc	miltei
mfheih	synkän
micfh	sävyn
hicffl	noille
ehfcheicffl	kalvakoille
jcclalcffl	piirteille
jhcamc	paitsi
mcffich	silloin
ebh	kun
cicaahch	voittava
bfgfcff	hymyily
hccai	niitä
fclclhmc	lievensi
eih	Hän
jbblfc	puheli
ahchffcmlmmh	tavallisessa
mlblbmalfbmmh	seurustelussa
ghahfhffh	matalalla
dh	ja
femcaiceeicmlffh	yksitoikkoisella
iihlffi	äänellä
hhahlh	antaen
gclflffiih	mielellään
mcfgifbigclh	silmäluomien
chcjbh	vaipua
hfhm	alas
gbaah	mutta
hl	ne
diaeh	jotka
ifccha	olivat
hibhlla	nähneet
bihlh	hänen
mhhlhhabifcmmh	saarnatuolissa
ahc	tai
jbbbdhfhchffh	puhujalavalla
aclmccia	tiesivät
laai	että
abi	tuo
iihc	ääni
cic	voi
eibiah	kohota
ahchaaighffh	tavattomalla
cicgbbklffh	voimuudella
mlei	sekä
jhcmbh	paisua
gcai	mitä
michhbeehcgghemc	soinnukkaimmaksi
blfeellemc	helkkeeksi
dh	ja
laai	että
bihlh	hänen
gbmaha	mustat
mcfgihmi	silmänsä
mlggicmchh	semmoisina
blaechi	hetkinä
mialcfccia	säteilivät
mcmicmlh	sisäisen
chhimabemlh	innostuksen
fclelbaccii	liekehtivää
abfah	tulta
clggichlh	Semmoinen
ifc	oli
aigi	tämä
hh	Xn
bbmc	uusi
jhmailc	pastori
dieh	joka
cccggl	viimme
mbhhbhahchh	sunnuntaina
jcac	piti
abfimhhlhhhmh	tulosaarnansa
mlblhebhhhh	seurakunnan
ecleimmh	kirkossa
ffbicmcffl	ylhäisille
dh	ja
hfbhcmcffl	alhaisille
ghhcfghhfhjmcffl	maailmanlapsille
dh	ja
bmeichcmcffl	uskovaisille
gbaah	mutta
dieh	joka
hfa	nyt
hceic	aikoi
jbbbh	puhua
jclhlffl	pienelle
chfcaabdlh	valittujen
mclfbdlh	sielujen
dibeiffl	joukolle
abiffl	tuolle
hchihffl	ainoalle
aiklffcmlffl	todelliselle
fhbghffl	laumalle
ebalh	kuten
hlcac	neiti
chall	Fager
mcai	sitä
hcgcaac	nimitti
bibch	Rouva
jihalff	Montell
mfafaac	sytytti
caml	itse
ehceec	kaikki
efhaacfia	kynttilät
dh	ja
fhgjba	lamput
jhmailc	pastori
ebbhalfc	kuunteli
dialhech	jotenkin
bhdhgclfcmlhi	hajamielisenä
hlcac	neiti
challch	Fagerin
miellicabh	sokeroitua
jbblaah	puhetta
bihlh	hänen
mbhhbhahcmlmah	sunnuntaisesta
mhhlhhmahhh	saarnastaan
dh	ja
bhlgiihcih	harmoonion
fbihh	luona
iflch	oleva
ahfih	talon
afail	tytär
dildlmalfc	järjesteli
cimibaihfa	väsähtänyt
cfgl	ilme
ehmcicffhhh	kasvoillaan
fiblhlciih	lähenevään
bhlahbmblaellh	hartaushetkeen
ahlccaahcch	tarvittavia
hbiaaldh	nuotteja
dbi	Tuo
mbblc	suuri
bbihl	huone
hfeic	alkoi
cibcalfflh	vähitellen
aifaafi	täyttyä
llc	eri
fbalcmebhahfbieecch	yhteiskuntaluokkiin
ebbfbchmah	kuuluvasta
cilmai	väestä
mcchi	siinä
libchh	rouvaa
bhklhhcebcmcmmh	undenaikuisissa
mffmbhabcmmhhh	syyshatuissaan
ghahggch	matammia
gbmacmmh	mustissa
jiibchlcmmiih	päähineissään
hlhifcchh	nenäliina
acbeehhh	tiukkaan
hhbehehhacmlh	nahkakantisen
cclmcecldhh	virsikirjan
fgjilc	ympäri
ecllllaafhi	kierrettynä
mcchi	siinä
mccmacaafi	siistittyä
eimcafjficmai	käsityöläistä
diaeh	jotka
hcchh	aivan
jhcmaiccha	paistoivat
clklh	veden
dh	ja
mhcjbhh	saipuan
imelaaicmlmai	äskettäisestä
eifaihhimai	käytännästä
bibch	Rouva
jihalff	Montell
aicciaac	toivotti
fmaiciffcmlmac	ystävällisesti
ehceec	kaikki
allclabfflcemc	tervetulleiksi
cfghh	ilman
llicabmah	eroitusta
ehceechffh	kaikkialla
hifaaifmc	näyttäysi
bihlh	hänen
eilelh	korkea
chlalhmh	vartensa
dildlmailh	järjestäen
cmabghacfidh	istumatiloja
diehcmlffl	jokaiselle
mlei	sekä
dhehlh	jakaen
cclmcecldidh	virsikirjoja
icelhffl	oikealle
dh	ja
chmlgghffl	vasemmalle
hhceec	Kaikki
eicc	kävi
lcjlimac	ripeästi
dh	ja
aicgleehhmac	toimekkaasti
mhmailc	Pastori
ifc	oli
aiffi	tällä
cifch	välin
mcdicaabhba	sijoittunut
abih	tuon
jclhlh	pienen
fhgjbh	lampun
chfhcmlghh	valaiseman
dh	ja
ebeeclh	kukkien
migcmahghh	somistaman
jjfkih	pöydän
ahheml	taakse
dh	ja
icac	äiti
hhaic	antoi
afaaillffllh	tyttärelleen
ccbdhbemlh	vihjauksen
cclllh	virren
hfiaahgcmlemc	alottamiseksi
bliimai	Eräästä
mccbiclmah	sivuovesta
hmabc	astui
hcchh	aivan
bcfdhffllh	hiljalleen
mcmiih	sisään
ffbflbej	lyhyehkö
mbblcffh	suurilla
chhflhhjbffheicffh	vaaleanpullakoilla
bhlchh	harvan
jbhllchh	punervan
jimecjhllhh	poskiparran
fgjiljcgcffi	ympäröimillä
ehmcicffh	kasvoilla
chlbmalaab	varustettu
gclm	mies
mbhllch	Punerva
abeeh	tukka
ifc	oli
hfehhba	alkanut
di	jo
bhlclhabh	harventua
jiifhlfah	päälaelta
albklh	tehden
fhelhh	lakean
iamhh	otsan
ahchaaighh	tavattoman
jcaeibejh	pitkähkön
hiejcmlemc	näköiseksi
eihlh	Hänen
lmcchafgcmlmmiih	esiintymisessään
dh	ja
fccebhhimmhhh	liikunnossaan
cfghbmc	ilmausi
mhghffh	samalla
ellahh	kertaa
diahch	jotain
jjfbelii	pöyhkeää
camlaclaicmbbaah	itsetietoisuutta
mlei	sekä
ehcbalflchh	kaihtelevaa
hlehghcmbbaah	arkamaisuutta
dh	ja
hibaiciffi	nähtävällä
bbifleebbklffh	huolekkuudella
eiec	koki
bih	hän
jlcalffi	peitellä
ahchaaighh	tavattoman
jbhhcmch	punaisia
eimciih	käsiään
cl	Se
ifc	oli
ahfih	talon
cmihai	isäntä
lcehm	rikas
ehbjjchm	kauppias
bmhchm	Esaias
jihalff	Montell
iibchhi	Lähinnä
cmabcha	istuvat
libcha	rouvat
allclbaccia	tervehtivät
bihai	häntä
eibalfchhffh	kohteliaalla
bfgfffi	hymyllä
ebh	kun
bih	hän
mbifacbl	suoltihe
cmabbabghhh	istuutumaan
ahchffcmlffl	tavalliselle
jhcehffllh	paikalleen
blckih	heidän
ahhemllh	taakseen
gcheiih	minkään
gbbhfhchlh	muunlainen
allclbacgchlh	tervehtiminen
lc	ei
cichba	voinut
abffh	tulla
efmfgfemllheiih	kysymykseenkään
mcffi	sillä
chfahchhh	valtavana
dh	ja
dbbfhffcmlhh	juhlallisena
ehcebc	kaikui
blebdlh	urkujen
iihc	ääni
di	jo
bbihllmmh	huoneessa
dh	ja
miclfla	sävelet
hifaaccia	näyttivät
algjhhchh	tempaavan
cbgcmgclflh	ihmismielen
dh	ja
hdhabemla	ajatukset
eibac	kohti
eilelbaah	korkeutta
hchhech	ainakin
flccaacbl	levittihe
bhllhm	harras
lhbbhcmh	rauhaisa
cfgl	ilme
bmlcffl	useille
ehmcicffl	kasvoille
dicffh	joilla
ahchffcmlmac	tavallisesti
dihebh	jonkun
clllhh	verran
ehlelhgjc	karkeampi
hlecjiccichlh	arkipäiväinen
micf	sävy
hmbmac	asusti
ihbfbh	Laulun
chclaabh	vaiettua
ebghlacbl	kumartihe
mhhlhhhdh	saarnaaja
mfciih	syvään
lbeibemllh	rukoukseen
dh	ja
gihchcah	moniaita
blaeci	hetkiä
chffcamc	vallitsi
iihlajh	äänetön
bcfdhcmbbm	hiljaisuus
iilciih	ääriään
gfjalh	myöten
aifaafhllmmi	täyttyneessä
bbihllmmh	huoneessa
mcaal	sitte
ebbfbc	kuului
femchichlh	yksinäinen
iihc	ääni
hfehlh	alkaen
dialhech	jotenkin
bcfdhcmlmac	hiljaisesti
fbelh	lukea
gbbahgch	muutamia
cilmfdi	värsyjä
lliimai	eräästä
cccihch	Siionin
fhbfbmah	laulusta
hhceec	Kaikki
ebbhalfccha	kuuntelivat
dihhcalafffi	jännitetyllä
ahleehhchcmbbklffh	tarkkaavaisuudella
bmlhgjhch	useampain
ehmcidlh	kasvojen
cfglcmmi	ilmeissä
cic	voi
bhchcah	havaita
ikiaahchcmbbaah	odottavaisuutta
abiah	tuota
ikiaahchcmbbaah	odottavaisuutta
dieh	joka
ih	on
hcch	niin
ahchffcmah	tavallista
ikialfflmmh	odotellessa
bbklh	uuden
elbbabh	kehutun
jbbbdhh	puhujan
lmcchafgcmai	esiintymistä
gh	Ja
jhmailc	pastori
djlhli	Törneä
ifc	oli
hcchh	aivan
ffcmalfaf	ylistelty
gbbahgcmmh	muutamissa
hhehlhh	ankaran
bmeihhiffcmcmmh	uskonnollisissa
jccllcmmi	piireissä
diffh	jolla
ahhmlh	taasen
ifc	oli
bbighaahch	huomattava
chcebabm	vaikutus
chlmchech	varsinkin
hmmi	Xssä
gh	Ja
jbifblcclbiafemlh	puolueviehätyksen
chcebabmahjh	vaikutustapa
ifc	oli
mbblcgghemc	suurimmaksi
imhemc	osaksi
bihlh	hänen
aihhl	tänne
abfihmhech	tulonsakin
dbi	Tuo
dialhech	jotenkin
blhai	hento
dh	ja
cilcajh	väritön
iihc	ääni
ifc	oli
hfehhba	alkanut
jhcmbh	paisua
dh	ja
lhmcggichlh	ensimmäinen
hhccmabm	aavistus
mhfhabmah	salatusta
cicghmah	voimasta
eicc	kävi
lhbbicaahchhh	rauhoittavana
jbcmababemlhh	puistutuksena
fijc	läpi
mlblhebhhhh	seurakunnan
ccchi	Siinä
mlcmic	seisoi
bih	hän
eikla	kädet
jclhlh	pienen
lhhghaabhmh	raamattunsa
fgjilc	ympäri
lcmacaafchi	ristittyinä
fcceebghaihhh	liikkumatonna
hchihhehhh	ainoankaan
lfllh	eleen
cilibaigiaai	värähtämättä
chhflh	vaalea
fhgjbh	lampun
chfi	valo
fic	loi
bihlh	hänen
gbmahh	mustan
jiihmi	päänsä
dfleeijcclalcmlhi	jyrkkäpiirteisenä
mlchih	seinän
chficmhffl	valoisalle
ahbmahffl	taustalle
gh	Ja
mhhidh	sanoja
lc	ei
bihlfai	häneltä
jbbaabhba	puuttunut
ebhc	kuni
cbifhm	vuolas
fbi	yhä
cicgheehhgghmac	voimakkaammasti
abfccch	tulviva
cclah	virta
ebgjbmccha	kumpusivat
hl	ne
bihlh	hänen
bbbfcfahhh	huuliltaan
dh	ja
ebah	kuta
eilelhgghemc	korkeammaksi
iihc	ääni
jhcmbc	paisui
mcai	sitä
mbbllgghemc	suuremmaksi
hchbabccha	avautuivat
hbi	nuo
gbmaha	mustat
mcfgia	silmät
hfehlh	alkaen
mialcfflh	säteillen
ficmahh	loistaa
ehbhcchehhllchch	kauniinkaarevain
mcfgifbigclh	silmäluomien
hfah	alta
fhhh	Vaan
gcei	mikä
ifc	oli
mhhlhhh	saarnan
fkch	ydin
cl	Se
ifc	oli
caml	itse
lchhelfcbgch	evankeliumin
fkch	ydin
gllmbemlh	Jeesuksen
hlcmabemlh	Kristuksen
iillajh	ääretön
lheehbm	rakkaus
diheh	jonka
aibklh	tähden
bih	hän
hhahbabc	antautui
ebiflghhh	kuolemaan
mfhacmalh	syntisten
lklmai	edestä
hhmhcahemllh	ansaitakseen
blcffl	heille
hbabbklh	autuuden
hlgimah	armosta
cfghh	ilman
hhmciah	ansiota
jcffich	Milloin
flgjlih	lempeän
elbicaahchhh	kehoittavana
gcffich	milloin
gflmefcmlh	myrskyisen
abfccchhh	tulvivana
jffmc	pyysi
dh	ja
lbeicfc	rukoili
bih	hän
ebbfcdicahhh	kuulijoitaan
iaahghhh	ottamaan
chmahhh	vastaan
aigih	tämän
mbficmlh	suloisen
mhhighh	sanoman
bffdiigiih	hyljäämään
ehcelh	kaiken
gbbh	muun
dh	ja
femch	yksin
eihla	Hänet
igcmahghhh	omistamaan
dieh	joka
mbfhmah	sulasta
hlgimahhh	armostaan
fhbdicaac	lahjoitti
blcffl	heille
lfigih	elämän
dh	ja
hbabbklh	autuuden
cdhhehceecmcemc	ijankaikkisiksi
hdicemc	ajoiksi
hhceechffh	Kaikkialla
ebbfbc	kuului
bcffcaafdi	hillittyjä
hffbefafemci	nyyhkytyksiä
eieibhlcaalh	kokouneitten
elmelh	kesken
dh	ja
heeidlh	akkojen
hlhifcchha	nenäliinat
ifccha	olivat
hbellhmmh	ahkerassa
eifaihhjmmi	käytännössä
khhh	Anna
jihalff	Montell
ifc	oli
diaaihfa	jättänyt
bbighaahchh	huomattavan
jhceehhmh	paikkansa
blebdlh	urkujen
cclllmmi	vieressä
dh	ja
claifhfa	vetäynyt
ahhemljich	taaksepäin
gbbahghhh	muutamaan
hbleehhh	nurkkaan
dimmh	jossa
bih	hän
cmabc	istui
jii	pää
eiallh	käteen
hidhhhllhh	nojanneena
eih	Hän
hifaac	näytti
cclfiech	vieläkin
cimfhllfai	väsyneeltä
gbaah	mutta
bihlh	hänen
mcfgihmi	silmänsä
ahlehmalfccha	tarkastelivat
blleligiaai	herkeämättä
abaecchmac	tutkivasti
mhhlhhdhh	saarnajaa
eihlffi	Hänellä
ifc	oli
ickch	äidin
ecleehha	kirkkaat
mchcmcfgia	sinisilmät
diheh	jonka
fcmiemc	lisäksi
hccmmi	niissä
cicelbacci	väikehtivä
bhhcllffcmbbm	haaveellisuus
alec	teki
hl	ne
cclfiech	vieläkin
ehbhccggcemc	kauniimmiksi
mchahjbifchlh	Pintapuolinen
ehamlfcdh	katselija
ifcmc	olisi
cichba	voinut
fbbffh	luulla
laai	että
bih	hän
mbfhaac	sulatti
jhmailch	pastorin
lmcalfgii	esitelmää
bfcchech	hyvinkin
mbbllffh	suurella
bhlahbklffh	hartaudella
gbaah	mutta
mfclggiffl	syvemmälle
abhelch	tunkeva
mcfgifm	silmäys
cfghcmc	ilmaisi
ebcalhech	kuitenkin
hcchh	aivan
aicmah	toista
kdhaalflchhh	Ajattelevana
dh	ja
abaecchhh	tutkivana
ahlehmalfc	tarkasteli
bih	hän
hbilah	nuorta
jhjjch	pappia
dh	ja
gceifc	mikäli
jbbl	puhe
lalhc	eteni
mceifc	sikäli
bccjc	hiipi
dihebhfhchlh	jonkunlainen
hfhebficmbbklh	alakuloisuuden
dh	ja
hhallcih	angervon
cfgl	ilme
bihlh	hänen
ehmcicffllh	kasvoilleen
gimebm	Joskus
eiihmc	käänsi
bih	hän
chcmaighcmlmac	vaistomaisesti
ehmcihmh	kasvonsa
aicmhhffl	toisaalle
gbaah	mutta
mcffich	silloin
eibahmc	kohtasi
bihai	häntä
hchh	aina
ickch	äidin
ehaml	katse
dieh	joka
hcchh	aivan
ebch	kuin
jheiaac	pakotti
bihla	hänet
hcch	niin
alelgiih	tekemään
bibch	Rouva
jihalff	Montell
lc	ei
ehamlffba	katsellut
afailaiih	tytärtään
effgffklffi	kylmyydellä
lcei	eikä
hhehlbbklffh	ankaruudella
bih	hän
lc	ei
albhfa	tehnyt
eimehhh	koskaan
hcch	niin
bih	hän
ehamlfc	katseli
afaajiih	tyttöään
abiffh	tuolla
chfahchffh	valtavalla
ghbkcffh	mahdilla
dieh	joka
hcchh	aivan
aclaigiaai	tietämättä
hifaac	näytti
alelcih	tekevän
khhhhh	Annaan
chcebabemlh	vaikutuksen
mhhklh	saaden
bihla	hänet
diehchih	jokainoa
ellah	kerta
ebch	kuin
blckih	heidän
mcfgihmi	silmänsä
eibahmccha	kohtasivat
bclhicmlmac	hienoisesti
hcfhbahghhh	ailahtamaan
hbcalhech	Kuitenkin
eiihafc	kääntyi
bih	hän
fbi	yhä
bbklffllh	uudelleen
ecchhcaailh	kiinnittäen
ehamllhmh	katseensa
jbbbdhhh	puhujaan
dclmcejbih	Tiesiköhän
icac	äiti
gcalh	miten
aigi	tämä
lmcalfgi	esitelmä
dieh	joka
hifaac	näytti
aifaaicih	täyttävän
ehceec	kaikki
gbba	muut
cbhmabemlffh	ihastuksella
diaac	jätti
aigih	tämän
hbillh	nuoren
mfkihlbehh	sydänrukan
afbdiemc	tyhjäksi
dh	ja
fibkbaaighemc	lohduttomaksi
eih	Hän
ifc	oli
jblcmahhba	puristanut
eialhmi	kätensä
fbdhmac	lujasti
fballh	yhteen
dh	ja
abi	tuo
hfhebficmbbklh	alakuloisuuden
cfgl	ilme
gbbhacbl	muuntihe
mfciemc	syväksi
hjlhemc	apeaksi
dbfl	Tule
fhjhbahdhh	Vapahtajan
fbi	luo
mchi	sinä
ccblfcichlh	viheliäinen
mfhhch	synnin
lhmehbaahgh	raskauttama
mclfb	sielu
ebbfbc	kuului
jhmailch	pastorin
flgjlimac	lempeästi
cillcflci	väreilevä
iihc	ääni
abfl	tule
mchi	sinä
diah	jota
clfehebilghmc	velkakuormasi
ahheeh	taakka
jhchhh	painaa
hfhm	alas
aigbbh	tomuun
ehceec	kaikki
ih	on
jffbcaaf	pyyhitty
jicm	pois
ehceec	kaikki
miccalaab	sovitettu
mchi	sinä
ifla	olet
chjhbklaab	vapahdettu
dh	ja
hbabbalaab	autuutettu
hlgimah	armosta
bmeih	uskon
ehbaah	kautta
faml	Itse
mchi	sinä
la	et
cic	voi
gcaiih	mitään
albki	tehdä
mchbh	sinun
afjmc	työsi
icha	ovat
ebch	kuin
mhhmahchlh	saastainen
jbeb	puku
iah	ota
chmahhh	vastaan
hbabbm	autuus
mbfhmah	sulasta
hlgimah	armosta
elllh	Herra
iaahh	ottaa
mfhacmci	syntisiä
chmahhh	vastaan
bcej	Eikö
ml	se
iffba	ollut
cbhhhh	ihanaa
jbblaah	puhetta
ic	oi
hcch	niin
cbgllh	ihmeen
cbhhhh	ihanaa
gbaah	mutta
hchihmahhh	ainoastaan
hccffl	niille
diaeh	jotka
ciccha	voivat
mlh	sen
ighah	omata
camlffllh	itselleen
mhmailc	Pastori
jbbbc	puhui
dbblc	juuri
mfhhch	synnin
lhmehbaahgcffl	raskauttamille
hccffl	niille
diaeh	jotka
abhaccha	tuntivat
mfhachmi	syntinsä
mccm	siis
hccffl	niille
diaeh	jotka
di	jo
ifccha	olivat
jhfhhhlla	palanneet
lc	ei
ifflhehhh	ollenkaan
hccffl	niille
lhbeicffl	raukoille
diaeh	jotka
lccia	eivät
gcaiih	mitään
abhalhlla	tunteneet
lcei	eikä
cichlla	voineet
bmeih	uskoa
eih	Hän
jbbbc	puhui
mccm	siis
hcchh	aivan
mhghh	samaa
ebch	kuin
ehceec	kaikki
gbbaech	muutkin
ijlaahdha	opettajat
dicffh	joilla
ifc	oli
ahjhhh	tapana
lmcchafi	esiintyä
blckih	heidän
eieibemcmmhhh	kokouksissaan
khhh	Anna
lc	ei
aclaihfa	tietänyt
gcemc	miksi
bih	hän
ifc	oli
ikiaahhba	odottanut
aifai	tältä
jbbbdhfah	puhujalta
diahch	jotain
aicmah	toista
jbaah	Mutta
dim	jos
bihlh	hänen
jbbllhmh	puheensa
ifcmcech	olisikin
iffba	ollut
aicmlhfhcmah	toisenlaista
hcch	niin
lc	ei
bih	hän
gfjmeiih	myöskään
ifcmc	olisi
ebbfbhba	kuulunut
aibih	tähän
dibeeiih	joukkoon
lcei	eikä
mhhlhhhhba	saarnannut
aimmi	tässä
bbihllmmh	huoneessa
emeih	Uskoa
dh	ja
abhalh	tuntea
hl	ne
ifccha	olivat
ehemc	kaksi
hcchh	aivan
jclhai	pientä
mhhhh	sanaa
chhh	vaan
gcalh	miten
jifaacchaehhh	polttivatkaan
hl	ne
bihlh	hänen
mfkihaiih	sydäntään
bih	hän
aclmc	tiesi
chlghhh	varmaan
iflchhmh	olevansa
hchih	ainoa
aimmi	tässä
dibeimmh	joukossa
dieh	joka
lc	ei
abhalhba	tuntenut
mfhaldiih	syntejään
lcei	eikä
ighhhba	omannut
bmeih	uskoa
fic	Voi
dim	jos
bih	hän
ifcmc	olisi
lklm	edes
elllhhehhh	kerrankaan
mhhihba	sanonut
dbfl	Tule
mlggicmlhh	semmoisena
ebch	kuin
ifla	olet
gbghfh	Jumala
lc	ei
efmf	kysy
mchbh	sinun
abhalcahmc	tunteitasi
bmei	usko
lc	ei
ifl	ole
dieh	joka
gclblh	miehen
ml	se
ih	on
gbghfhh	Jumalan
ehffcm	kallis
fhbdh	lahja
bbiehcflccffl	huokaileville
ceicjcccffl	ikävöiville
cbgcmfhjmcffl	ihmislapsille
dh	ja
hjflimmi	nöyrässä
jhfhchmmh	palavassa
lbeibemlmmh	rukouksessa
abfll	tulee
blckih	heidän
bhfhah	halata
abiah	tuota
fhbdhh	lahjaa
jbaah	Mutta
hcch	niin
bih	hän
lc	ei
mhhihba	sanonut
ccai	Sitä
gcai	mitä
bihlh	hänen
mclfbhmh	sielunsa
cmimc	isosi
lc	ei
aigi	tämä
mhhlhhhdh	saarnaaja
hhahhba	antanut
bihlh	hänen
jbbllhmh	puheensa
mcmifmc	sisälsi
hchihmahhh	ainoastaan
lceehhh	rikkaan
mhhha	sanat
elldificmlffl	kerjäläiselle
glheii	menkää
figgcalfeii	lämmitelkää
dh	ja
lhccaehh	ravitkaa
camlhhl	itsenne
hhahghaah	antamatta
bihlffl	hänelle
ebcalhehhh	kuitenkaan
gcaiih	mitään
gcai	mitä
lbbgcm	ruumis
ahlccamll	tarvitsee
hbch	Kuin
bhcmmhhh	unissaan
ebbfc	kuuli
khhh	Anna
jhmailch	pastorin
mhhha	sanat
hhglh	aamen
gllmbemlh	Jeesuksen
hcgllh	nimeen
hhglh	aamen
dh	ja
hibmc	nousi
eihlghcmlmac	konemaisesti
glhhiemllh	mennäkseen
blebdlh	urkujen
fbi	luo
fccgglcmalh	Viimmeisten
miclfalh	sävelten
chclaabh	vaiettua
mlblhmc	seurasi
blaecmlh	hetkisen
biclcamlgiajh	häiritsemätön
bcfdhcmbbm	hiljaisuus
mcaal	sitte
ebbfbc	kuului
iihclh	äänien
milchh	sorina
abifclh	tuolien
lhgchh	ramina
dh	ja
dhfeidlh	jalkojen
jifdlhah	poljenta
mlggichlh	semmoinen
ebch	kuin
dim	jos
ifcmc	olisi
mbbllh	suuren
clmcmbfbh	vesisulun
hchhhba	avannut
hhceec	Kaikki
abhalemccha	tungeksivat
jblcmahghhh	puristamaan
cmihaicilh	isäntäväen
dh	ja
jhmailch	pastorin
eiaai	kättä
mlh	sen
difellh	jälkeen
fiemccia	läksivät
bmlcggha	useimmat
jicm	pois
dh	ja
hchihmahhh	ainoastaan
hhc	ani
bhlcha	harvat
chfcaba	valitut
jffklaacch	pyydettiin
diigiih	jäämään
allhdbihacch	teenjuontiin
ehdhbaacch	Hajauttiin
cclllcmllh	viereiseen
mhfcch	saliin
dh	ja
hlbciemlahl	neuvoksetar
elffmilla	Hellsberg
gbbhh	muuan
hicah	noita
ebambabcah	kutsutuita
cccaahmc	viittasi
khhhh	Annan
fbiemllh	luokseen
dh	ja
efmfc	kysyi
mfkigglffcmlmac	sydämmellisesti
jcalh	Miten
gchbh	minun
lhehm	rakas
ebggc	kummi
afaaillhc	tyttäreni
cic	voi
gchbmah	minusta
hifaaii	näyttää
ebch	kuin
jimela	posket
ifcmccha	olisivat
bcbehh	hiukan
chhflha	vaaleat
khhhh	Annan
mcfgcch	silmiin
bllhbac	herahti
effhlfla	kyynelet
jchi	Minä
abhmch	tunsin
camlhc	itseni
hcch	niin
hbkcmalabfah	ahdistetulta
imelcmlh	äskeisen
mlfcafemlh	selityksen
hcehhh	aikana
mhhic	sanoi
bih	hän
bcfdhhh	hiljaan
bhehm	Rakas
ebggc	kummi
gchi	minä
iflh	olen
bicdf	häijy
afaaj	tyttö
mchbh	sinun
lc	ei
jcki	pidä
cifcaaii	välittää
gchbmah	minusta
cibiieiih	vähääkään
baaiej	Ettäkö
lh	en
cifcaaicmc	välittäisi
jclhlmai	pienestä
fhbfbfchabmlmahhc	laululintusestani
ehceechech	kaikkiakin
eih	Hän
mbbalfc	suuteli
afaaji	tyttöä
iamhffl	otsalle
abfl	tule
glcffl	meille
bbiglhhh	huomenna
fhbfhghhh	laulamaan
ebggcbeifflmc	kummiukollesi
mhaheclfcmlhc	satakieliseni
kb	Ah
gcalh	miten
cic	voi
gchbh	minun
ecfaac	kiltti
ebggchc	kummini
ccleeic	virkkoi
khhh	Anna
eihai	Häntä
ih	on
eifiabm	kolotus
ahhmlh	taasen
cfelimac	ilkeästi
ecbmialffba	kiusotellut
gbaah	mutta
bih	hän
ih	on
affafcichlh	tyytyväinen
ebalh	kuten
ahchffcmlmac	tavallisesti
chmahmc	vastasi
hlbciemlahl	neuvoksetar
ahlaablh	tarttuen
hbillh	nuoren
afajh	tytön
eimcchlallh	käsivarteen
dh	ja
hmablh	astuen
cmihhih	isännän
elbicabmah	kehoitusta
mlblhalh	seuraten
lbiehmhfcch	ruokasaliin
cclffi	Siellä
ifc	oli
icchhh	Liinan
lcchehmah	rivakasta
aicglmah	toimesta
ehkihhba	kadonnut
diehchih	jokainoa
difec	jälki
imelh	äsken
jcklafmai	pidetystä
bhlahbmblaelmai	hartaushetkestä
mlheeclccldi	Penkkirivejä
lc	ei
iffba	ollut
lhii	enää
dh	ja
abifca	tuolit
ifccha	olivat
hmlalaba	asetetut
ahchffcmcffl	tavallisille
jhceicffllh	paikoilleen
bbihl	huone
ifc	oli
abbflalaab	tuuletettu
dh	ja
elmelffi	keskellä
mcai	sitä
ifc	oli
hfa	nyt
eiglh	komea
alljjfai	teepöytä
dimmh	jossa
ahfih	talon
libch	rouva
lgihhjc	emännöi
bjflficih	höyryävän
allelcaacjh	teekeittiön
iillmmi	ääressä
khhh	Anna
gchbffl	minulle
hhallemc	anteeksi
lhehm	rakas
icac	äiti
hfa	nyt
iflh	olen
ahhmlh	taasen
bhibahhba	unohtanut
hbaahh	auttaa
mchbh	sinua
bbbmc	huusi
khhh	Anna
ehabchmac	katuvasti
kcch	Niin
lcej	eikö
aimchhhech	tosiaankin
gchbffh	minulla
ifl	ole
fhcmeh	laiska
afail	tytär
bfci	hyvä
ebggcaiac	kummitäti
efmfc	kysyi
icac	äiti
bfgfcfflh	hymyillen
bhji	Enpä
dbblc	juuri
aclki	tiedä
elhaclm	kenties
bih	hän
lc	ei
ifl	ole
hcchh	aivan
fbai	yhtä
eifaihhjffchlh	käytännöllinen
dh	ja
lcjli	ripeä
ebch	kuin
mchi	sinä
elfji	kelpo
icchhmlhc	Liinaseni
bibch	Rouva
jihalff	Montell
ehamlfc	katseli
affhlh	tyynen
camlaclaicmlmac	itsetietoisesti
fgjilcffllh	ympärilleen
bih	hän
aclmc	tiesi
bfcch	hyvin
gcbch	mihin
